vendor_guid,outcome_group_vendor_guid,parent_outcome_group_vendor_guid,title,description,calculation_method,calculation_int,mastery_points,0,1
Industrial Technology P4.3,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P4.3,identifies and explains the properties and characteristic of materials.components through the production of projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P5.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P5.1,uses communication and information processing skills,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P5.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P5.2,uses appropriate documentation techniques related to the management of projects,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P6.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P6.1,identifies the characteristics of quality manufactured products,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P6.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P6.2,identifies and explains the principles of quality and quality control,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P7.1,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P7.1,identifies the impact of one related industry on the social and physical environment,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology P7.2,Stage 6- Preliminary Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology P7.2,"identifies the impact of existing, new and emerging technologies of one related industry on society and the environment",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H1.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H1.1,investigates industry through the study of businesses in one focus area,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H1.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H1.2,"identifies appropriate equipment, production and manufacturing techniques and describes the impact of new and developing technologies in industry",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H1.3,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H1.3,identifies important historical developments in the focus area industry,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H2.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H2.1,demonstrates proficiencyin the use of safe working practices and workshop equipment maintenance techniques,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H3.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H3.1,"demonstrates skills in sketching, producing and interpreting drawings",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H3.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H3.2,"selects and applies appropriate research and problem,solving skills",decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H3.3,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H3.3,applies and justifies through the production of a Major Project,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H4.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H4.1,demonstrates competency in a range of practical skills appropriate to the Major Project,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H4.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H4.2,explores the need to outsource appropriate expertise where necessary to complement personal practical skills,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H4.3,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H4.3,critically applies knowledge and skills related to properties and characteristics of materials/componenets,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H5.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H5.1,selects and uses communication and information processing skills,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H5.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H5.2,examines and applies appropriate documentation techniques to project management,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H6.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H6.1,evaluates the characteristics of quality manufactured products,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H6.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H6.2,applies the principles of quality and quality control,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H7.1,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H7.1,explains the impact of the focus area industry on the social and physical environment,decaying_average,65,1,Not Yet Achieved,Achieved
Industrial Technology H7.2,Stage 6- HSC Industrial Technology,NSW Industrial Technology Continuum,Industrial Technology H7.2,"analyses the impact of existing, new and emerging technologies of the focus industry on society and the environment",decaying_average,65,1,Not Yet Achieved,Achieved
